"[4.50263304 4.01386785 4.48973558 2.59306213 1.00541927 0.25931321
 0.2576089  0.2576089  0.2576089  0.2576089 ]"
"[4.23014912 3.85887846 2.10410288 3.47568149 3.47661354 3.48191574
 3.48280236 3.48562618 3.48641711 3.48662042]"
"[ 3.50060427 -2.74813096 -2.98117117 -2.98183086 -2.98276596 -2.98388966
 -2.98439629 -2.98469048 -2.98492045 -2.98513544]"
