,SPTR_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,PEN_Curncy#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,UYU_Curncy#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,SPX_Index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,HG1_COMDTY#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,GT5_GOVT#@#PX_LAST,EUESEMU_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,BFCIUS_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,RAG_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,EWW_US_Equity#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,DVGTR_Index#@#PX_LAST,MXJP_Index#@#PX_LAST
30,1296.34,928.729,3.5745,909.96,0.2,163.661,0.4,9.08,1169.55,25.125,0.29,289.52,911.62,66.5,69.54,68.1,71.551,1727.5,1.5,50.2,-42.0,926.966,25.1,-79.0,4.32,462.9,3.448,96.7,294.62,403.489,1039.55,1.75,-1.472,4.4588,45.0,1.53,-5.8,202.85,303.81,-2.1,303.55,13.2,61.0,3495.0,70.3508,5.25,91.683,-1.7,141.09,360.548,-9.6,31.44,190.5,99.3,0.409,23.0,863.65,596.61
31,1304.85,936.896,3.6198,913.37,0.3,156.219,-5.5,9.17,1195.37,28.0,0.38,290.7,916.07,66.6,68.94,68.7,78.089,1730.45,1.8,50.3,-85.0,929.421,26.1,-59.0,4.32,468.91,3.22,94.6,298.89,406.536,1022.35,1.75,-1.605,4.1409,46.8,1.51,-1.4,207.96,304.402,-2.0,312.75,13.61,55.0,3549.0,70.5072,5.25,93.084,-1.3,141.38,360.606,-11.0,31.24,191.1,98.5,0.294,51.0,866.19,584.32
32,1163.04,943.713,3.6313,811.98,0.1,142.69799999999995,-2.8,10.01,1150.07,27.0,0.6,277.6,815.28,66.7,64.54,66.6,63.927,1539.93,1.5,50.5,-52.0,801.822,21.4,-17.0,4.22,438.52,2.562,97.0,266.11,361.334,927.39,1.75,-2.547,3.5942,45.8,1.51,4.5,185.6,273.084,-2.0,323.55,12.29,63.0,3555.0,62.7502,5.25,83.038,-0.4,119.84,313.725,-9.8,29.32,191.3,95.8,0.344,71.0,789.7,571.48
33,1265.41,947.287,3.6035,896.64,0.1,163.691,-5.7,10.13,1232.92,27.05,0.44,264.82,885.76,66.6,62.79,71.7,72.777,1653.39,2.0,49.0,-59.0,883.977,19.8,109.0,4.2,443.34,2.729,94.7,283.16,388.104,958.51,1.75,-2.146,3.8925,46.4,1.49,5.2,197.82,297.225,-1.6,317.75,12.88,61.0,3557.0,67.35300000000001,5.25,88.43299999999998,1.9,126.58,342.717,-13.0,27.64,191.5,92.4,0.269,32.0,848.0,535.01
34,1339.89,946.39,3.507,937.84,0.2,231.739,-5.7,8.36,1373.03,26.9,0.81,277.73,936.31,66.4,65.3,74.95,75.376,1742.29,2.2,48.5,-68.0,930.793,21.8,-9.0,4.15,438.46,3.27,94.2,302.36,412.55300000000005,960.31,1.25,-1.53,4.2052,44.8,1.39,6.6,207.17,313.918,-1.2,318.15,13.61,62.0,3404.0,71.0129,5.25,94.519,2.5,135.03,359.444,-14.8,28.64,191.9,93.1,0.3,26.0,865.83,556.4
35,1261.18,956.374,3.5145,887.2,0.1,166.097,-6.0,8.26,1391.97,27.4,0.44,279.36,879.82,66.3,63.14,70.25,77.00399999999998,1657.64,2.4,51.6,-80.0,893.937,19.5,-165.0,4.12,429.68,2.736,92.3,292.09,394.634,1000.0,1.25,-1.705,3.816,47.5,1.34,1.4,198.56,291.838,-1.3,348.05,12.45,63.0,3462.0,67.6052,5.25,91.375,4.2,135.41,347.2519999999999,-17.4,27.8,192.1,96.0,0.303,48.0,828.83,525.17
36,1228.14,959.092,3.4853,854.52,0.2,175.98,-4.2,7.51,1517.4,28.4,0.4,270.8,855.7,66.4,61.84,79.45,74.23100000000002,1607.12,2.6,51.3,-46.0,850.793,13.4,54.0,4.06,421.99,2.934,93.3,290.44,385.08,1001.99,1.25,-1.692,3.9625,47.4,1.65,4.5,188.09,284.498,-1.0,368.15,11.89,62.0,3368.0,65.615,6.25,90.972,5.8,135.71,331.1430000000001,-17.6,27.08,192.4,97.2,0.26,56.0,797.75,509.24
37,1209.71,965.65,3.4783,838.29,0.1,191.963,-5.8,7.63,1556.31,28.55,0.28,274.65,841.15,66.4,61.22,77.5,72.667,1578.99,3.0,48.8,-85.0,825.028,12.6,-147.0,3.84,418.49,2.6630000000000003,92.8,281.29,374.814,1014.94,1.25,-1.6230000000000002,3.6897,42.6,1.68,5.1,183.71,282.416,-0.8,349.95,11.5,63.0,3496.0,64.4383,6.25,88.416,7.5,130.71,320.672,-19.2,27.36,192.5,95.4,0.265,72.0,783.17,504.8
38,1221.46,965.344,3.4742,845.66,0.0,144.778,-8.3,6.84,1558.9,28.9,0.63,280.14,848.18,66.3,58.9,71.45,77.141,1573.78,3.0,46.3,-60.0,809.443,10.9,-195.0,3.84,422.99,2.712,90.5,272.27,375.437,1009.13,1.25,-1.571,3.796,42.2,1.69,9.1,186.8,287.341,-0.8,337.45,11.64,56.0,3536.0,64.1601,6.25,85.891,6.8,127.86,316.392,-20.7,25.84,192.5,90.0,0.25,35.0,803.79,481.15
39,1322.07,969.006,3.4616,908.01,0.0,194.624,-3.1,5.65,1768.56,29.3,0.17,292.33,916.92,66.4,59.71,72.5,90.569,1713.25,2.2,46.1,-112.0,920.995,11.5,-29.0,3.83,448.69,2.749,93.1,295.17,408.484,1163.96,1.25,-0.804,3.8359,41.8,1.19,-6.5,214.43,308.785,-0.8,338.55,13.52,55.0,3676.0,69.8466,7.25,93.529,1.8,139.88,358.875,-18.8,25.64,192.5,96.4,0.219,121.0,861.21,480.09
40,1391.72,969.482,3.4945,952.5,0.2,211.71400000000003,-3.9,6.05,1808.34,28.6,-0.32,309.97,963.59,66.4,62.89,78.25,93.383,1810.79,2.1,49.0,-52.0,982.139,16.7,21.0,3.91,469.99,2.291,92.3,315.44,434.852,1231.01,1.25,-0.805,3.3699,42.4,1.2,2.3,220.37,325.138,-1.1,364.45,14.08,60.0,3774.0,73.8632,7.25,100.216,1.0,156.5,384.009,-18.5,27.16,192.9,93.2,0.16399999999999998,325.0,887.49,504.62
41,1409.48,971.566,3.4675,959.8,0.1,206.109,-1.6,5.32,1824.88,27.0,0.08,316.66,974.5,66.5,66.93,74.8,95.665,1841.9,2.1,49.0,-64.0,991.1,20.3,-29.0,3.89,477.71,2.411,93.2,332.68,440.289,1228.12,1.0,-0.84,3.5133,45.6,1.15,2.6,229.22,329.3540000000001,-1.3,346.4,14.46,63.0,3737.0,75.2455,7.25,105.897,2.2,157.72,387.893,-17.5,29.08,193.0,94.7,0.355,113.0,894.36,543.82
42,1434.33,954.027,3.4728,977.19,0.2,201.151,1.4,4.73,1850.17,27.425,0.14,333.85,990.31,66.2,69.81,82.05,100.324,1879.09,2.1,51.0,-91.0,1009.76,20.4,-5.0,3.89,490.79,3.222,93.5,352.62,446.845,1321.38,1.0,-0.5329999999999999,4.4055,46.3,1.07,0.5,239.05,338.523,-0.8,354.35,15.12,65.0,3647.0,76.892,7.25,112.482,2.3,163.25,396.051,-17.7,30.4,193.4,102.1,0.319,191.0,905.41,568.09
43,1462.3,960.236,3.4825,996.88,0.1,226.102,3.2,4.51,1896.82,27.825,0.3,335.74,1008.01,66.1,75.72,80.3,104.464,1919.46,2.2,53.2,-26.0,1006.47,20.5,36.0,3.91,497.71,3.466,95.8,375.52,453.80800000000005,1369.62,1.0,-0.3720000000000001,4.4636,47.1,1.06,-2.6,235.03,347.335,-0.7,375.55,14.96,67.0,3608.0,78.6899,7.25,120.009,2.0,164.74,396.275,-16.8,33.2,193.6,99.7,0.705,251.0,908.6,607.74
44,1446.77,976.653,3.4829,983.08,0.1,261.964,4.4,4.49,1980.83,28.175,0.6,346.46,995.97,66.1,78.8,81.85,107.885,1931.01,2.3,52.4,-29.0,1027.64,20.9,156.0,3.73,494.12,2.827,97.1,377.63,449.38,1430.49,1.0,-0.735,3.9376,46.5,1.03,4.2,239.79,342.925,-0.6,385.35,15.42,67.0,3558.0,79.1678,7.25,120.883,0.7,169.28,405.526,-16.5,35.04,193.7,98.4,0.669,88.0,902.69,614.36
45,1528.62,973.337,3.4716,1039.48,0.2,297.931,7.2,3.8,2109.18,28.605,0.37,353.53,1050.71,66.1,83.52,93.85,116.166,2045.41,2.0,55.2,-13.0,1093.95,20.6,149.0,3.71,525.24,3.244,98.3,409.11,476.882,1515.96,1.0,-0.157,4.2927,48.6,1.0,0.5,245.89,362.65,-0.5,384.25,15.97,69.0,3427.0,83.9476,7.25,131.167,0.8,180.89,433.249,-17.3,36.96,194.0,99.9,0.644,280.0,949.5,632.2
46,1542.07,976.178,3.4798,1045.25,0.0,279.53,7.0,3.56,2151.18,28.925,0.83,368.94,1058.2,66.1,81.59,90.7,120.415,2076.32,1.8,58.4,-18.0,1144.21,16.7,34.0,3.78,530.51,3.3560000000000003,99.6,413.33,483.351,1458.34,1.0,-0.054000000000000006,4.3316,50.4,0.99,-6.6,255.05,366.713,-0.5,398.15,16.31,68.0,3331.0,85.2053,7.25,132.764,2.3,193.74,451.07,-16.1,35.84,194.0,102.5,0.555,294.0,952.34,610.3
47,1622.94,985.717,3.4618,1098.16,0.1,367.467,8.8,3.15,2435.04,29.315,0.43,382.43,1111.92,65.9,87.18,104.55,133.614,2206.42,1.9,60.1,-16.0,1234.97,13.2,112.0,3.87,542.13,3.249,98.6,442.78,513.145,1484.8,1.0,-0.113,4.2455,54.1,0.98,-1.9,263.72,378.11800000000005,-0.2,415.45,17.08,69.0,3258.0,90.5816,7.25,142.377,2.4,202.64,487.018,-16.4,38.56,194.2,97.0,0.606,412.0,993.04,638.37
48,1652.73,991.981,3.4995,1108.01,0.2,357.56,7.1,2.99,2730.0,29.45,0.62,398.64,1131.13,66.1,89.36,114.55,134.668,2241.83,1.9,60.8,-10.0,1253.51,13.6,167.0,3.8,555.75,3.145,98.9,457.19,522.168,1408.86,1.0,0.048,4.1319,54.7,0.96,4.8,286.16,386.603,0.0,402.45,18.37,68.0,3118.0,92.1121,7.25,147.349,2.2,213.96,494.761,-14.9,38.64,194.6,109.5,0.51,129.0,1002.77,641.9
49,1675.7,1000.59,3.4725,1114.2,0.2,389.592,8.9,3.28,2748.11,29.525,0.6,407.04,1144.94,66.0,90.46,134.3,141.093,2279.37,1.7,59.9,-11.0,1290.56,16.2,36.0,3.76,563.41,2.94,99.7,477.73,533.359,1543.08,1.0,0.153,3.9711,55.7,0.97,-1.6,302.04,388.364,0.0,396.15,19.69,66.0,3057.0,93.7793,7.0,154.106,0.9,223.48,509.979,-14.6,38.84,194.9,103.6,0.449,259.0,1028.83,660.5
50,1650.42,1004.99,3.4595,1100.66,0.3,410.364,5.2,3.38,3035.72,29.775,0.34,429.0,1126.21,66.0,97.09,136.0,143.113,2264.24,1.7,60.6,8.0,1246.48,11.9,293.0,3.72,560.73,2.779,99.1,482.06,528.691,1458.9,1.0,-0.005,3.8348,57.0,0.99,-0.8,316.21,381.566,0.2,426.45,20.76,66.0,3007.0,93.2434,6.75,156.032,1.1,220.24,494.252,-14.0,43.48,195.5,106.8,0.63,242.0,1020.27,710.34
51,1624.51,987.34,3.482,1099.54,0.2,341.302,7.5,3.0,2827.34,29.4,0.15,364.14,1107.31,65.9,91.67,120.95,128.071,2217.87,2.3,60.6,28.0,1231.95,6.6,225.0,3.71,535.91,3.624,101.2,441.3,515.77,1430.6,1.0,0.057,4.5053,57.2,0.99,-4.4,293.57,375.81,0.6,386.75,18.81,69.0,2998.0,91.0534,6.75,143.256,4.6,203.89,489.237,-13.4,40.56,195.9,105.0,0.675,28.0,1019.76,712.49
52,1646.8,984.16,3.4875,1106.88,0.2,305.811,7.3,3.48,2926.83,29.8,-0.25,390.19,1120.68,66.0,88.86,127.75,127.215,2238.07,3.1,61.4,27.0,1250.93,7.4,307.0,3.67,549.22,3.793,101.0,431.26,521.03,1428.8,1.0,0.117,4.6468,60.1,0.99,-10.6,297.13,382.462,0.9,395.55,19.35,69.0,2916.0,91.7604,6.75,140.398,6.9,207.33,496.741,-14.6,39.96,196.2,103.6,0.659,61.0,1027.78,688.21
53,1678.83,992.673,3.4685,1125.24,0.2,328.505,8.5,3.42,2885.9,29.675,0.16,401.52,1140.84,66.1,91.6,120.5,131.53,2284.02,3.3,60.5,-10.0,1268.33,4.4,90.0,3.83,566.31,3.768,101.7,432.2,533.341,1482.98,1.25,0.009000000000000001,4.5806,59.4,1.04,-5.7,302.4,387.446,1.5,394.25,19.49,68.0,2917.0,93.5758,6.75,140.996,5.7,212.27,504.066,-13.4,42.48,196.6,106.7,0.835,173.0,1037.54,715.8
54,1623.26,1002.02,3.4175,1088.67,0.1,362.482,10.3,3.38,2825.45,29.44,0.26,402.36,1101.72,66.1,87.66,130.8,136.408,2209.45,3.0,59.9,-2.0,1233.02,4.7,40.0,3.87,538.21,3.696,101.7,423.14,525.828,1520.85,1.25,0.08900000000000001,4.4747,57.4,1.06,-2.0,297.72,364.298,1.7,391.05,19.04,67.0,2894.0,90.5811,6.75,138.415,5.6,209.72,489.949,-14.0,39.36,196.8,105.2,0.894,64.0,1007.43,687.8
55,1629.83,1018.49,3.366,1093.51,0.1,370.836,7.4,3.43,2850.68,27.47,0.62,435.65,1104.24,66.0,89.11,128.1,142.575,2219.16,2.7,58.5,15.0,1237.75,4.6,99.0,3.79,542.4,3.309,101.2,439.75,533.306,1631.41,1.5,0.091,4.1167,56.4,1.07,2.1,301.49,361.5630000000001,1.7,409.85,19.42,70.0,2880.0,91.1331,6.75,144.155,7.1,215.93,490.526,-13.9,39.92,196.9,107.9,0.67,98.0,1027.86,682.06
56,1647.48,1019.89,3.3393,1101.42,0.3,397.832,9.9,3.24,3278.8,27.535,0.83,435.45,1114.58,65.8,89.17,139.6,154.007,2261.14,2.5,57.4,-14.0,1284.2,4.7,153.0,3.89,571.98,3.373,102.6,464.15,541.573,1707.02,1.75,0.162,4.1194,58.0,1.13,-3.1,319.11,366.059,1.9,418.25,20.45,67.0,2839.0,93.0252,6.75,152.472,8.2,224.63,510.489,-13.0,38.8,197.5,103.7,0.632,197.0,1023.76,667.01
57,1672.65,1028.62,3.3245,1101.35,0.2,415.8,10.9,3.07,3545.37,26.88,0.69,456.58,1130.2,65.9,91.42,133.75,158.827,2316.47,3.2,56.3,1.0,1332.41,4.2,325.0,3.96,576.44,3.283,103.0,474.27,550.576,1768.2,1.75,0.061,4.0235,55.5,1.16,-7.0,336.6,371.835,2.1,428.55,21.46,69.0,2763.0,95.299,6.75,156.115,9.9,231.91,528.925,-14.3,39.72,197.9,104.0,0.629,156.0,1029.94,658.84
58,1740.33,1025.59,3.3035,1145.64,0.2,425.04,10.9,2.6,3616.72,26.725,0.85,477.05,1173.82,66.0,97.12,144.3,172.389,2438.16,3.5,56.2,-25.0,1421.73,4.9,30.0,3.94,621.13,3.693,102.3,517.95,578.4119999999998,1790.47,2.0,0.508,4.3492,56.9,1.23,7.5,361.52,385.713,2.1,450.95,23.32,70.0,2761.0,100.493,6.75,170.567,9.0,250.18,568.113,-13.8,41.24,198.3,104.7,0.59,271.0,1056.44,668.44
59,1799.55,1033.13,3.279,1193.37,0.2,505.261,7.7,2.54,3710.39,26.4,0.21,501.81,1211.92,65.9,101.39,145.25,186.311,2531.23,3.3,57.2,-20.0,1490.87,4.2,128.0,3.92,633.52,3.609,101.2,542.17,597.781,1796.48,2.25,0.407,4.2182,53.8,1.3,2.6,391.15,400.412,1.9,438.45,25.16,71.0,2672.0,104.381,6.5,178.759,6.7,263.94,593.065,-14.0,43.68,198.6,106.7,0.61,265.0,1092.55,700.24
60,1755.68,1038.38,3.2619,1173.3,0.2,550.986,10.1,2.86,3881.96,24.7,0.0,461.4,1181.27,65.8,100.18,143.5,183.003,2474.24,3.0,56.8,-30.0,1454.72,3.9,94.0,3.91,620.41,3.696,101.7,542.28,587.17,1809.88,2.25,0.457,4.128,58.6,1.32,-4.1,391.71,386.46,1.4,422.6,25.09,70.0,2731.0,102.167,6.5,179.213,5.7,268.35,583.945,-12.8,42.36,199.0,110.9,0.535,200.0,1075.17,690.54
61,1792.63,1033.89,3.2555,1201.89,0.2,597.795,5.7,2.41,4078.26,25.435,0.33,473.51,1203.6,65.9,103.52,150.0,206.928,2552.62,3.0,55.5,16.0,1525.08,1.2,230.0,3.85,657.69,4.013,99.5,588.68,606.63,1895.2,2.5,0.8540000000000001,4.3766,56.0,1.36,-1.2,422.27,390.198,1.3,435.65,26.86,69.0,2703.0,105.707,6.5,194.849,6.1,277.36,613.087,-13.9,43.24,199.4,109.2,0.63,307.0,1095.19,710.27
62,1760.89,1031.08,3.2605,1185.81,0.4,511.219,6.4,3.24,4159.85,25.525,0.45,463.99,1180.59,65.9,99.92,150.25,190.495,2503.07,3.1,55.2,-4.0,1486.08,2.0,139.0,3.77,651.29,4.167,98.8,548.69,598.306,1961.69,2.75,0.331,4.4815,52.5,1.38,-1.2,381.94,382.114,1.4,428.35,24.13,70.0,2683.0,103.378,6.5,181.972,7.6,274.01,597.554,-14.1,41.96,200.1,108.0,0.544,47.0,1077.7,709.43
63,1727.49,1043.28,3.2555,1152.95,0.0,464.448,7.8,3.91,3986.29,25.075,0.36,488.59,1156.85,66.1,97.76,149.3,184.693,2448.53,3.5,52.2,-19.0,1453.06,3.0,350.0,3.62,625.91,3.896,99.1,531.99,587.59,1956.98,2.75,0.214,4.1976,53.0,1.42,10.8,373.82,373.21,1.9,434.4,23.55,67.0,2596.0,101.097,6.5,177.08700000000005,8.4,267.08,582.5790000000002,-13.0,41.0,200.2,104.4,0.45,38.0,1057.29,677.93
64,1782.46,1051.7,3.2545,1192.17,0.1,514.1,9.2,3.91,3925.34,24.1,-0.25,506.51,1191.5,66.1,97.76,145.65,198.091,2492.03,2.8,50.8,6.0,1456.5,2.2,150.0,3.58,650.03,3.737,98.7,548.15,601.735,1968.78,3.0,0.358,3.981,49.3,1.44,7.0,406.93,391.425,1.8,417.25,25.87,70.0,2577.0,102.985,6.5,183.251,5.9,273.22,584.73,-14.1,40.48,200.5,104.9,0.445,132.0,1087.52,689.95
65,1784.99,1055.35,3.2535,1202.1,0.0,557.3530000000002,8.5,3.81,4038.07,24.635,-0.1,529.91,1191.33,66.1,99.1,155.35,207.475,2513.59,2.5,52.4,-29.0,1474.91,1.7,263.0,3.56,674.03,3.7,98.6,565.17,608.323,2056.84,3.25,0.418,3.913,51.1,1.47,8.6,430.64,390.849,1.4,435.5,27.08,72.0,2569.0,104.026,6.5,189.477,7.4,283.83,593.435,-14.4,40.56,200.6,113.2,0.41,171.0,1083.58,708.43
66,1851.37,1050.37,3.2510000000000003,1247.74,0.1,616.906,9.7,3.23,4210.83,24.48,0.39,565.56,1234.18,66.1,101.69,164.45,221.161,2601.4,3.2,52.8,-1.0,1527.19,1.5,280.0,3.59,702.0,4.123,99.2,602.56,625.923,2175.06,3.25,0.7340000000000001,4.276,53.2,1.5,-3.4,470.71,410.497,1.6,429.8,29.43,70.0,2570.0,107.873,6.5,202.721,8.2,296.8,616.052,-14.8,41.0,200.9,113.5,0.529,329.0,1118.46,723.77
67,1834.48,1059.73,3.2805,1222.92,0.1,638.235,9.5,3.66,4611.76,24.225,0.12,541.64,1220.33,66.2,104.7,169.5,233.501,2621.0,3.6,52.4,-23.0,1555.64,1.1,190.0,3.45,714.03,3.861,99.8,606.23,623.201,2086.25,3.5,0.4320000000000001,4.0137,51.8,1.58,-1.5,464.55,404.669,1.8,435.2,29.24,67.0,2568.0,108.692,6.5,204.457,8.2,305.19,626.044,-14.5,44.52,201.1,108.2,0.56,184.0,1097.0,767.41
68,1849.33,1053.87,3.34,1230.5,0.1,695.133,9.8,3.61,5070.83,24.075,0.4,540.85,1228.81,66.1,113.19,172.75,270.118,2689.08,4.7,56.8,-28.0,1590.94,1.7,85.0,3.35,742.94,4.19,100.6,661.32,631.951,2152.82,3.75,0.391,4.324,53.4,1.66,-0.1,525.62,406.309,1.8,469.3,32.76,65.0,2841.0,111.963,6.0,223.495,9.9,315.08,641.081,-14.2,48.76,201.3,98.1,0.78,200.0,1099.64,859.82
69,1818.5,1047.14,3.375,1224.02,0.3,656.953,13.0,3.68,4764.35,23.275,0.25,527.37,1207.01,66.1,109.38,181.1,255.898,2623.84,4.3,57.2,17.0,1546.94,2.8,100.0,3.3,720.21,4.4430000000000005,102.5,617.41,615.901,2072.64,3.75,0.318,4.5506,54.3,1.73,-3.4,513.78,401.169,2.1,465.19,32.07,68.0,2752.0,108.947,6.0,208.887,8.2,304.11,620.487,-13.4,48.44,202.0,91.2,0.85,92.0,1092.54,872.36
70,1887.28,1050.33,3.4075,1273.68,0.2,787.547,13.6,3.82,5034.3,23.435,0.72,551.68,1249.48,66.0,114.7,207.5,276.648,2711.26,3.5,56.7,-5.0,1572.52,1.5,311.0,3.27,742.87,4.413,102.2,667.99,636.0409999999998,2027.61,4.0,0.386,4.484,56.0,1.76,-8.2,556.62,418.432,2.0,493.08,34.6,61.0,2587.0,112.914,6.0,226.167,6.4,311.16,631.472,-13.6,49.84,202.5,100.2,0.745,90.0,1123.42,934.91
71,1887.94,1061.27,3.4205,1258.1,0.1,819.5139999999999,12.6,3.86,4802.25,24.05,0.61,550.16,1248.29,66.0,122.72,204.2,279.47,2771.33,3.4,55.1,6.0,1630.95,1.0,137.0,3.27,755.86,4.351,102.8,706.48,639.947,1964.47,4.25,0.441,4.3911,53.7,1.85,-9.7,583.25,416.731,2.3,517.0,35.71,57.0,2660.0,115.691,6.0,239.535,8.0,312.97,654.332,-11.5,54.08,202.8,109.1,0.86,40.0,1123.67,1000.95
72,1937.93,1063.87,3.31,1273.94,0.2,941.079,13.6,3.56,5633.51,24.175,0.59,589.04,1280.09,66.0,129.83,222.85,327.845,2895.08,4.0,55.0,17.0,1735.7,1.4,310.0,3.11,805.47,4.454,104.0,783.77,664.802,2118.46,4.5,0.8909999999999999,4.5152,53.1,1.88,-0.5,631.74,426.686,2.0,568.9,38.84,57.0,2565.0,121.386,6.0,266.29,8.7,330.58,699.243,-10.7,56.08,203.2,110.3,0.915,289.0,1141.96,1042.8
73,1943.19,1069.48,3.295,1281.27,0.2,998.689,10.5,3.55,6080.68,24.275,0.15,600.43,1280.66,66.1,128.77,218.55,330.865,2890.77,3.6,55.8,-1.0,1734.2,1.9,284.0,3.05,775.16,4.601,104.0,782.11,668.86,2166.84,4.5,1.05,4.551,53.5,1.95,-1.2,622.86,425.254,2.2,561.55,38.29,56.0,2504.0,121.207,6.0,265.974,6.9,336.77,702.1310000000002,-10.8,55.2,203.6,105.6,1.09,97.0,1154.47,1022.78
74,1967.38,1059.77,3.3688,1296.51,0.3,884.043,12.9,3.28,5920.5,24.3,0.13,633.82,1294.83,66.2,130.95,246.3,323.106,2954.33,3.4,54.3,5.0,1801.9,-1.0,257.0,3.16,789.2,4.812,105.4,787.8,677.921,2181.96,4.75,0.804,4.8472,53.8,2.04,-1.7,624.57,432.495,2.0,583.65,38.34,54.0,2405.0,123.757,6.0,268.317,4.5,349.26,730.112,-11.4,57.6,204.3,109.1,1.31,158.0,1161.59,1063.03
75,1993.79,1059.99,3.305,1308.29,0.2,928.902,15.8,3.09,7142.92,23.975,0.15,615.31,1310.61,66.1,137.03,333.55,348.809,3044.03,3.5,55.2,12.0,1893.87,-7.2,167.0,3.32,798.52,4.912,107.4,841.58,695.148,2201.56,4.75,0.918,5.0505,54.2,1.99,-7.8,658.12,431.621,1.7,654.43,40.5,51.0,2357.0,127.876,6.25,287.425,5.8,360.12,768.455,-10.4,59.2,204.8,109.2,1.36,178.0,1172.2,1058.53
76,1936.41,1057.16,3.2985,1261.91,0.3,681.438,17.6,3.18,7211.67,24.0,-0.45,596.34,1270.09,66.1,127.96,362.4,300.309,2940.05,4.2,53.7,-23.0,1840.47,-15.3,18.0,3.26,765.39,5.034,108.3,751.0,677.5889999999998,2156.53,5.0,0.703,5.1186,53.2,1.96,-7.8,585.87,414.929,2.3,645.2,35.97,46.0,2381.0,122.835,6.25,257.306,8.6,356.23,747.077,-8.8,56.0,205.4,96.1,1.325,32.0,1157.63,974.31
77,1939.03,1060.03,3.2625,1263.09,0.2,632.055,16.7,3.44,8155.8,23.75,0.09,625.83,1270.2,66.2,126.87,346.25,313.053,2939.19,4.3,52.0,10.0,1847.69,-16.2,83.0,3.32,772.44,5.0939999999999985,108.6,747.54,681.923,2126.02,5.25,0.637,5.1364,49.9,2.03,-6.5,600.8,413.033,2.5,615.85,37.15,42.0,2399.0,122.782,6.5,256.677,7.4,350.57,748.6239999999998,-8.9,54.56,205.9,105.0,1.42,91.0,1152.35,982.1
78,1950.99,1075.8,3.2405,1258.84,0.2,679.097,16.2,3.53,8973.69,23.885,0.27,644.15,1276.66,66.1,126.58,357.0,322.269,2957.53,4.1,53.0,-25.0,1881.83,-17.8,155.0,3.37,747.24,4.898,109.0,755.84,698.4960000000002,2131.58,5.25,0.664,4.9794,50.7,2.06,-9.1,642.07,403.798,2.5,636.75,39.83,39.0,2460.0,123.62,6.5,260.3,7.0,364.89,759.613,-8.2,54.28,206.3,103.5,1.4,70.0,1156.88,977.66
79,1997.42,1091.43,3.242,1291.8,0.2,720.5269999999998,18.4,3.6,10012.0,23.91,0.51,663.28,1303.82,66.2,129.16,346.9,325.44,3034.3,3.8,53.7,-29.0,1939.1,-20.2,145.0,3.41,741.47,4.691,109.1,773.12,710.188,2206.37,5.25,0.946,4.7258,52.6,2.11,-5.9,664.58,415.74300000000005,2.6,627.3,41.37,33.0,2457.0,126.825,6.75,266.932,6.0,384.71,783.8739999999998,-8.7,54.84,206.8,103.8,1.085,165.0,1183.09,1016.92
80,2048.89,1098.65,3.2505,1326.49,0.2,692.3710000000002,15.9,3.54,10390.3,23.86,1.01,677.67,1335.85,66.1,128.48,346.05,328.006,3070.48,2.1,52.2,-34.0,1958.7,-21.2,82.0,3.48,756.16,4.579,109.9,778.16,724.3439999999998,2280.48,5.25,0.732,4.6276,49.9,2.11,-7.4,697.05,426.064,2.7,598.3,43.21,30.0,2437.0,128.303,7.0,269.154,1.6,390.6,791.071,-8.1,54.16,207.2,96.6,1.139,110.0,1210.26,1002.7
