,SPTR_Index#@#PX_LAST,SPX_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,INJCJC_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,GT2_GOVT#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,BRL_Curncy#@#PX_LAST,TPX_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,BCOMTR_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,BFCIUS_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,GJGB10_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,W_1_Comdty#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,IBOXIG_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXN_Curncy#@#PX_LAST
37,0.009713071727934786,848.18,1.25,803.79,6.8,118.09,436.0,1.7,1.486,-0.7,1573.78,11273.6,2193.53,84.27,3.1,0.63,280.721,85.891,3.3525,788.0,4.5,3536.0,-0.3,192.877,272.27,-1.571,100.73200000000001,98.88,0.7090000000000001,9.1,42.2,286.75,0.0,3.84,16.28,35.0,3.0,64.1601,128.11,70.0,69.6,0.41,316.392,287.341,10.77
38,0.08236864080690309,916.92,1.25,861.21,1.8,118.88,444.0,1.5,1.486,-0.4,1713.25,12556.7,2176.38,84.23,2.4,0.69,301.476,93.529,2.9105,796.56,4.0,3676.0,-0.2,191.676,295.17,-0.804,105.84100000000001,97.19,0.615,-6.5,41.8,279.5,0.0,3.83,16.47,121.0,2.2,69.8466,130.97,63.5,79.3,0.34,358.875,308.785,10.29
39,0.05268253572049897,963.59,1.25,887.49,1.0,119.3,431.0,1.6,1.3259999999999998,-0.4,1810.79,13421.6,2281.91,84.2,2.0,0.01,316.525,100.21600000000001,2.9675,837.7,3.5,3774.0,-0.3,202.88099999999997,315.44,-0.805,106.15700000000001,93.29,0.54,2.3,42.4,324.25,0.2,3.91,16.18,325.0,2.1,73.8632,135.34,51.5,91.4,0.27,384.009,325.138,10.3145
40,0.012761187595205836,974.5,1.0,894.36,2.2,119.8,429.0,1.5,1.304,-0.4,1841.9,12972.6,2450.16,83.81,2.1,-0.47,320.883,105.897,2.844,903.44,3.6,3737.0,-0.3,197.865,332.68,-0.84,108.291,94.73,0.846,2.6,45.6,301.75,0.1,3.89,16.71,113.0,2.1,75.2455,134.82,56.5,86.4,0.11,387.89300000000003,329.3540000000001,10.457
41,0.017630615546158742,990.31,1.0,905.41,2.3,120.55,398.0,1.5,1.744,-0.4,1879.09,13571.7,2549.6,83.68,1.7,-0.17,328.86699999999996,112.48200000000001,2.966,939.4,3.1,3647.0,-0.5,199.055,352.62,-0.5329999999999999,106.411,96.89,0.945,0.5,46.3,348.5,0.2,3.89,16.81,191.0,2.1,76.892,127.39,53.0,83.7,0.14,396.051,338.523,10.6028
42,0.01950039391214009,1008.01,1.0,908.6,2.0,116.92,407.0,1.3,1.972,-0.3,1919.46,15174.5,2818.26,83.69,2.5,0.0,337.04699999999997,120.009,2.9760000000000004,1002.01,2.9,3608.0,-0.6,206.916,375.52,-0.3720000000000001,107.19,98.1,1.464,-2.6,47.1,367.5,0.1,3.91,17.95,251.0,2.2,78.6899,128.55,53.0,82.5,0.36,396.275,347.335,11.0471
43,-0.010620255761471629,995.97,1.0,902.69,0.7,111.5,387.0,1.2,1.462,-0.3,1931.01,16010.7,2985.37,84.16,2.8,0.69,333.439,120.883,2.9,1018.8,2.2,3558.0,-0.4,207.08900000000003,377.63,-0.735,109.355,92.85,1.3940000000000001,4.2,46.5,360.25,0.1,3.73,16.97,88.0,2.3,79.1678,133.69,56.0,80.8,0.48,405.526,342.925,10.985999999999999
44,0.056574299992396826,1050.71,1.0,949.5,0.8,109.94,363.0,1.3,1.8219999999999998,-0.1,2045.41,17982.5,3122.0,84.2,2.6,0.37,352.167,131.167,2.8675,1043.36,1.2,3427.0,-0.3,216.979,409.11,-0.157,111.915,92.73,1.469,0.5,48.6,369.5,0.2,3.71,16.18,280.0,2.0,83.9476,131.97,58.5,83.0,0.21,433.249,362.65,11.0175
45,0.008798785832973666,1058.2,1.0,952.34,2.3,109.63,357.0,1.1,2.048,-0.2,2076.32,20184.0,3025.62,84.34,2.7,0.23,355.85400000000016,132.764,2.946,999.75,1.0,3331.0,-0.7,216.296,413.33,-0.054000000000000006,112.759,90.23,1.304,-6.6,50.4,394.25,0.0,3.78,17.23,294.0,1.8,85.2053,132.22,64.0,88.1,0.26,451.07,366.713,11.3785
46,0.052442496125338016,1111.92,1.0,993.04,2.4,107.22,349.0,1.1,1.8230000000000002,-0.1,2206.42,22236.4,3235.41,84.82,2.6,0.27,368.161,142.377,2.8915,1043.69,1.1,3258.0,-0.4,232.24900000000002,442.78,-0.113,114.963,86.92,1.37,-1.9,54.1,377.0,0.1,3.87,17.03,412.0,1.9,90.5816,134.09,66.0,89.8,0.29,487.01800000000003,378.11800000000005,11.2285
