,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,IBXXSIG1_Index#@#PX_LAST,IDCOTSTR_Index#@#PX_LAST,IDCOT1TR_Index#@#PX_LAST,IDCOT3TR_Index#@#PX_LAST,IDCOT7TR_Index#@#PX_LAST,IDCOT10T_Index#@#PX_LAST,IDCOT20T_Index#@#PX_LAST,BUH1TRUU_Index#@#PX_LAST,SPBDXUTR_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,CFIIWILC_Index#@#PX_LAST,LTP5TRUU_Index#@#PX_LAST,BFU5TRUU_Index#@#PX_LAST,IBXXHYCT_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,IBXXSHY1_Index#@#PX_LAST,GBIEMCOR_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,JBCDCORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,ACDER_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,SPLACNW_Index#@#PX_LAST,MVRSXTR_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,M1CXPL5I_Index#@#PX_LAST,EMEA_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IRTCOMP_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,COLCAP_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M2US0FNI_Index#@#PX_LAST,M2US0CDI_Index#@#PX_LAST,M2US0ITI_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,GBIE1545_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,EMLCTRUU_Index#@#PX_LAST,BSEKTRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,RFUYU_UR_Index#@#PX_LAST,RFUSDCP_UR_Index#@#PX_LAST,RFUSDLP_UR_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,LKPGBA0_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,DWGRSN_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX LAST,LQD_US_EQUITY#@#PX_LAST,IGSB_US_Equity#@#PX_LAST,SLQD_US_Equity#@#PX_LAST,SHV_US_EQUITY#@#PX_LAST,SHY_US_EQUITY#@#PX_LAST,IEI_US_EQUITY#@#PX_LAST,IEF_US_Equity#@#PX_LAST,TLH_US_Equity#@#PX_LAST,TLT_US_Equity#@#PX_LAST,ISTB_US_Equity#@#PX_LAST,IGOV_US_Equity#@#PX_LAST,JNK_US_Equity#@#PX_LAST,WIP_US_Equity#@#PX_LAST,TIP_US_Equity#@#PX_LAST,FLOT_US_Equity#@#PX_LAST,HYG_US_Equity#@#PX_LAST,SHYG_US_Equity#@#PX_LAST,EMLC_US_EQUITY#@#PX_LAST,EMB_US_EQUITY#@#PX_LAST,CEMB_US_Equity#@#PX_LAST,VOO_US_Equity#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,VGK_US_Equity#@#PX_LAST,IEUR_US_Index#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,AAXJ_US_Equity#@#PX_LAST,ILF_US_Equity#@#PX_LAST,RSX_US_EQUITY#@#PX_LAST,TUR_US_EQUITY#@#PX_LAST,EPOL_US_EQUITY#@#PX_LAST,EMEA_US_EQUITY#@#PX_LAST,EEM_US_EQUITY#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,GXG_US_EQUITY#@#PX_LAST,EPU_US_EQUITY#@#PX_LAST,ECH_US_EQUITY#@#PX_LAST,IUSB_US_Equity#@#PX_LAST,ACWI_US_Equity#@#PX_LAST,IWDA_LN_Equity#@#PX_LAST,FNCL_US_Equity#@#PX_LAST,FDIS_US_Equity#@#PX_LAST,FTEC_US_Equity#@#PX_LAST,USMV_US_Equity#@#PX_LAST,IWD_US_Equity#@#PX_LAST,QUAL_US_Equity#@#PX_LAST,MTUM_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,VIG_US_Equity#@#PX_LAST,LEMB_US_Equity#@#PX_LAST,VTC_US_Equity#@#PX_LAST,FTGC_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,RWO_US_Equity#@#PX_LAST,PEX_US_Equity#@#PX_LAST,GUR_US_EQUITY#@#PX_LAST,SUR30E_MM_EQUITY#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX LAST,BIGPIGP1_Index#@#PX LAST,CFNAI_Index#@#PX LAST,CGNOXAI%_Index#@#PX LAST,CHPMINDX_Index#@#PX LAST,CICRTOT_Index#@#PX LAST,CNCPIYOY_Index#@#PX LAST,CNFRBAL$_Index#@#PX LAST,COMFCOMF_Index#@#PX LAST,CONSCURR_Index#@#PX LAST,CONSEXP_Index#@#PX LAST,CONSPXMD_Index#@#PX LAST,CONSSENT_Index#@#PX LAST,CPI_XYOY_Index#@#PX LAST,CPI_YOY_Index#@#PX LAST,CPTICHNG_Index#@#PX LAST,CPUPAXFE_Index#@#PX LAST,CPUPXCHG_Index#@#PX LAST,CPURNSA_Index#@#PX LAST,CSI_BARC_Index#@#PX LAST,DGNOXTCH_Index#@#PX LAST,DXY_CURNCY#@#PX LAST,ECMAM3YY_Index#@#PX LAST,EUBCI_Index#@#PX LAST,EUCCEMU_Index#@#PX LAST,EUESEMU_Index#@#PX LAST,EUICEMU_Index#@#PX LAST,EUPPEMUY_Index#@#PX LAST,EUR_CURNCY#@#PX LAST,EURUSD_BGN_Curncy#@#PX LAST,EUSCEMU_Index#@#PX LAST,FDDSSD_Index#@#PX LAST,FDTR_Index#@#PX LAST,FDTRFTRL_Index#@#PX LAST,FRNTTNET_Index#@#PX LAST,FRNTTOTL_Index#@#PX LAST,GJGB10_Index#@#PX LAST,GJGB5_Index#@#PX LAST,GT10_GOVT#@#PX LAST,GT2_GOVT#@#PX LAST,GT5_GOVT#@#PX LAST,HG1_COMDTY#@#PX LAST,IMP1YOY%_Index#@#PX LAST,INJCJC_Index#@#PX LAST,INJCSP_Index#@#PX LAST,IPMGCHNG_Index#@#PX LAST,JBTARATE_Index#@#PX LAST,JCPNEFEY_Index#@#PX LAST,JCPNEFFE_Index#@#PX LAST,JCPTEFEY_Index#@#PX LAST,JNC_SALE_Index#@#PX LAST,JNCAPMOM_Index#@#PX LAST,JNCICCOI_Index#@#PX LAST,JNCICLEI_Index#@#PX LAST,JNCPIXFF_Index#@#PX LAST,JNCPIYOY_Index#@#PX LAST,JNCPT_Index#@#PX LAST,JNCPTXFF_Index#@#PX LAST,JNHSAN_Index#@#PX LAST,JNHSYOY_Index#@#PX LAST,JNIPMOM_Index#@#PX LAST,JNIPYOY_Index#@#PX LAST,JNMBYOY_Index#@#PX LAST,JNMOCHNG_Index#@#PX LAST,JNMOYOY_Index#@#PX LAST,JNMTOY_Index#@#PX LAST,JNNETYOY_Index#@#PX LAST,JNPIY_Index#@#PX LAST,JNRSYOY_Index#@#PX LAST,JNTBAL_Index#@#PX LAST,JNTBEXPY_Index#@#PX LAST,JNTBIMPY_Index#@#PX LAST,JNTIAMOM_Index#@#PX LAST,JNUE_Index#@#PX LAST,JNVHPYOY_Index#@#PX LAST,JNVHSYOY_Index#@#PX LAST,JNWSDYOY_Index#@#PX LAST,JPY_CURNCY#@#PX LAST,MBAVCHNG_Index#@#PX LAST,MTIBCHNG_Index#@#PX LAST,MXCPYOY_Index#@#PX LAST,NAPMEMPL_Index#@#PX LAST,NAPMPMI_Index#@#PX LAST,NAPMPRIC_Index#@#PX LAST,NFP_PCH_Index#@#PX LAST,NFP_TCH_Index#@#PX LAST,NHCHATCH_Index#@#PX LAST,NHCHSTCH_Index#@#PX LAST,NHSLCHNG_Index#@#PX LAST,NHSLTOT_Index#@#PX LAST,nwhlnyhi_index#@#PX LAST,PCE_CMOM_Index#@#PX LAST,PCE_CYOY_Index#@#PX LAST,PRUSTOT_Index#@#PX LAST,S_1_Comdty#@#PX LAST,SAARDTOT_Index#@#PX LAST,SAARTOTL_Index#@#PX LAST,SPCSUSAY_Index#@#PX LAST,TMNOCHNG_Index#@#PX LAST,USGG10YR_INDEX#@#PX LAST,USGG30YR_INDEX#@#PX LAST,USHBMIDX_Index#@#PX LAST,USMMMNCH_Index#@#PX LAST,USURTOT_Index#@#PX LAST,VIX_INDEX#@#PX LAST,W_1_Comdty#@#PX LAST,COCIPIBY_Index#@#PX LAST,COCIPIBQ_Index#@#PX LAST,COCPIYOY_Index#@#PX LAST,COPIIYOY_Index#@#PX LAST,COOOINDY_Index#@#PX LAST,COIESAYY_Index#@#PX LAST,EHCACO_Index#@#PX LAST,EHBBCO_Index#@#PX LAST,CORRRMIN_Index#@#PX LAST,COGR10Y_Index#@#PX LAST,COUNUNER_Index#@#PX LAST,CLGDPSA%_Index#@#PX LAST,CLGDQSA_Index#@#PX LAST,CLIMMOMS_Index#@#PX LAST,CNPINSYO_Index#@#PX LAST,CNPISAYO_Index#@#PX LAST,CLPIYOY_Index#@#PX LAST,CLPIMOM_Index#@#PX LAST,CHUETOTL_Index#@#PX LAST,CHIPTOTY_Index#@#PX LAST,EHCACL_Index#@#PX LAST,CHOVCHOV_Index#@#PX LAST,PRGQTOTL_Index#@#PX LAST,PRGDPYOY_Index#@#PX LAST,PRCPI_Index#@#PX LAST,PRCPYOY_Index#@#PX LAST,PRCPMOM_Index#@#PX LAST,PRWPYOY_Index#@#PX LAST,PRWPMOM_Index#@#PX LAST,PRUEUER_Index#@#PX LAST,EHCAPE_Index#@#PX LAST,293.064_Index#@#PX LAST,GRPE10Y_Index#@#PX LAST,MXGCTOT_Index#@#PX LAST,MXGPQTR_Index#@#PX LAST,IGAEMOM_Index#@#PX LAST,MXCPCHNG_Index#@#PX LAST,MXCCYOY_Index#@#PX LAST,MXCCCHNG_Index#@#PX LAST,MXPIYOY_Index#@#PX LAST,MXUERATE_Index#@#PX LAST,MXIPTYOY_Index#@#PX LAST,MXPSTMOM_Index#@#PX LAST,OEMXKLAR_Index#@#PX LAST,GMXN10YR_Index#@#PX LAST,MXCACUAC_Index#@#PX LAST
2017-11-01,279.70099999999996,1563.94,,,101.46,103.03,,,,,241.25,509.06,,,132.34,201.81599999999997,,,138.08,547.847,,,,1461.71,,,5304.19,492.399,169.61,4440.2,647.37,,761.14,,506.82,936.32,495.81,,1439.81,,,,238.36900000000003,,0.55,1245.22,2631.88,3195.46,,1487.97,3693.72,2349.61,,2916.19,,,,,444.765,,142.7,2880.42,2195.24,1949.8,,,2579.36,133.95,1060.11,1128.94,,,,,499.792,464.93,,138.02,1786.71,,1274.66,,1168.36,7959.58,548.66,60.49,54.3,121.01,52.52,50.43,110.27,84.21,122.97,106.06,136.06,124.75,50.04,48.6,37.04,56.19,113.7,50.88,88.02,47.44,37.0,115.83,51.2292,236.54,47.07,58.54,49.88,58.98,28.89,75.96,33.79,21.99,42.48,27.08,,46.52,50.08,39.9,9.55,42.05,51.285,50.9,70.42,52.465,39.05,36.51,49.52,51.27,119.8,79.43,100.27,129.88,96.75,46.93,,20.71,79.98,47.41,42.02,,,19.0716,3.2667,3056.7,,636.45,1.1619,114.18,21.2,29.195,1.046,,,,,,,,,,,,,,,,,,,3.09,,94.815,,,,,,,1.1619,1.1619,,,1.25,1.0,,,0.061,-0.095,2.373,,2.019,314.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.18,,,,,,,,,,,,,183.0,,,,981.0,,,,,2.3721,2.8579,,,,10.2,418.0,,,,,,,,,5.0,6.742999999999999,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,7.267,
2017-11-02,,1564.2,,,101.48,103.14,,,,,242.2,508.75,,,132.34,,,,138.48,549.14,,,,1461.99,,,5334.59,491.38199999999995,169.96,4451.95,642.49,965.2739999999999,758.71,,506.089,942.54,,,1425.88,,5512.07,,,,0.55,1255.65,2610.41,3197.41,,1488.12,3698.34,2358.46,,2926.55,,,,,,,143.14,2884.09,2198.97,1948.85,,,2579.85,133.4,1065.11,1127.31,,,,,500.07300000000004,461.76,,137.17,1794.08,2100.19,1276.13,176.588,1176.0,8003.26,542.11,60.62,54.54,120.99,52.52,50.43,110.28,84.23,123.06,106.2,136.47,125.3,50.06,48.81,37.02,56.37,113.87,50.89,87.97,47.4,37.14,116.15,51.39,236.64,47.19,58.69,50.03,59.05,28.97,76.14,33.81,21.99,42.97,26.97,,46.58,50.31,39.9,9.53,42.33,50.95,50.98,70.52,52.42,39.33,36.24,49.57,51.4,119.81,79.58,100.66,129.97,97.1,47.07,,20.77,80.48,47.67,41.5999,,,18.982,,3033.46,3.2385,629.89,1.1658,114.08,21.31,,1.058,,,,,,,,,,,,,,,,,,,3.12,,94.685,,,,,,,1.1658,1.1658,,,1.25,1.0,,,0.055,-0.095,2.346,,2.001,314.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.08,,,,,,,,,,,,,145.0,,,,989.0,,,,,,2.8255,,,,9.93,426.0,,,,,,,,,5.0,6.707999999999999,,,,,,,,,,,,2.5,,,,,,,,,,,5.37,,,,,,,,,,,,,
2017-11-03,,1563.9,,,101.47,103.13,,105.212,,,241.29,508.66,,158.263,132.35,,,,137.42,546.055,,,,1459.27,,,5353.58,492.525,169.83,4402.66,636.94,,750.67,,505.594,937.41,497.97,,1418.58,,5485.89,,,,,1251.0,2617.79,3223.26,,,3706.36,2370.24,,2930.06,,,,,,299.873,141.99,2884.21,2199.27,1948.84,,,2587.84,133.72,,1126.18,,,,,495.62199999999996,457.09,,137.99,,2100.77,1269.91,,1174.27,7987.4,546.83,62.07,55.64,121.13,52.5,50.46,110.28,84.18,123.13,106.37,136.71,125.64,50.09,48.63,37.0,56.0,113.95,50.89,87.98,47.39,36.76,115.42,51.2701,237.43,47.07,58.58,49.91,59.19,29.11,75.9,33.48,21.78,41.2,26.71,,46.34,50.13,39.31,9.47,42.38,50.31,51.01,70.59,52.49,39.22,36.27,49.98,51.46,119.87,79.72,101.15,130.72,97.21,46.7,,20.7532,80.43,47.64,41.65,,,19.2032,3.3141,3038.8,3.2435,634.58,1.1608,114.07,21.33,29.15,1.109,,,,,,,,,,,,,,,,,,,3.11,,94.941,,,,,,,1.1608,1.1608,,,1.25,1.0,,,0.055,-0.095,2.333,1.615,1.9909999999999999,311.75,,237.0,1890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.07,0.0,,,,,,,,,,,,132.0,,,,977.0,,,,,2.3325,2.8129,,,,9.14,425.75,,,,,,,,,5.0,6.735,,,,,,,,,,,,2.5,,,,,,,,,,,5.33,,,,,,,,,,,,7.252999999999999,
2017-11-06,,1564.3,,,101.49,103.23,,,,,241.49,508.65,,,132.37,,,,137.82,545.456,,,,1457.74,,,5377.72,493.36,169.99,4484.42,644.46,,754.9,,507.773,951.64,502.24,,,,5527.56,,,,0.55,1249.8,2634.22,3236.61,,,3708.97,2373.55,,2919.76,348.281,,,,,,142.48,2887.02,2202.53,1948.92,,,2591.13,133.94,1064.22,1131.03,,,,,501.89099999999996,462.71,,138.18,1792.66,,1281.95,,1188.15,8007.91,546.29,64.27,57.35,121.16,52.5,50.45,110.28,84.23,123.2,106.5,136.96,126.11,50.11,48.9,36.98,56.35,114.14,50.9,87.99,47.41,37.06,115.26,51.46,237.79,47.17,58.67,50.04,59.18,29.33,76.53,34.25,22.28,42.94,26.96,,46.86,51.06,40.36,9.59,42.66,50.84,51.03,70.79,52.56,39.16,36.5456,50.19,51.36,120.07,79.82,101.31,130.97,96.86,46.95,,21.09,81.36,47.78,41.65,,,19.019000000000002,3.2526,,3.2389,633.26,1.161,113.71,21.3,29.15,1.111,,,,,,,,,,,,,,,,,,,3.12,,94.757,,,,,,,1.161,1.161,,,1.25,1.0,,,0.024,-0.12,2.3169999999999997,1.6230000000000002,1.984,315.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.71,,,,,,,,,,,,,152.0,,,,984.0,,,,,2.3163,,,,,9.4,430.75,,,,,,,,,5.0,,,,,,,,,,,,,2.5,,,,,,,,,,,5.3,,,,,,,,,,,,7.204,
2017-11-07,,1563.97,,,101.48,103.25,104.265,,,,241.72,508.13,,,132.38,,,,137.62,543.085,,,,1449.36,,,5379.09,496.152,171.5,4406.29,655.22,,761.98,,509.36,949.21,502.55,,1435.12,,5490.82,,,,0.54,1232.32,2617.76,3236.52,,,3704.41,2367.26,,2925.99,347.957,,,,,,142.26,2887.01,2204.58,1947.15,,263.02,2590.64,133.27,1077.76,1134.55,,,,,494.43699999999995,469.2,,137.2,1813.29,2112.75,1275.3,,1197.41,8068.34,544.82,63.69,57.2,121.06,52.505,50.44,110.27,84.19,123.16,106.54,137.11,126.64,50.06,48.85,36.93,56.37,114.3,50.9,87.74,47.33,36.82,114.65,51.22,237.69,46.78,58.17,49.64,59.65,29.27,76.18,33.57,22.24,41.34,27.1,,46.56,50.75,39.16,9.6,42.0,50.25,51.01,70.7,52.525,38.63,36.2734,50.17,51.58,119.83,79.7,101.02,130.95,97.07,46.66,,20.94,81.94,48.04,41.65,,,19.1499,3.2731,3026.9,3.2432,634.44,1.1587,114.01,21.43,29.15,1.089,,,,,,,,,,,,,,,,,,,3.18,,94.913,,,,,,,1.1587,1.1587,,,1.25,1.0,,,0.032,-0.13,2.315,1.631,,308.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.01,,,,,,,,,,,,,139.0,,,,986.0,,,,,2.3145,2.7769999999999997,,,,9.89,427.25,,,,,,,,,5.0,6.718999999999999,,,,,,,,,,,,2.5,,,,,,,,,,,5.24,,,,,,,,,,,,7.236000000000001,
2017-11-08,,1563.54,,,101.46,103.17,,,,,242.13,506.41,,,132.38,,,151.33100000000002,137.91,542.452,,,,1449.63,,,5396.47,495.152,171.82,4479.05,656.83,,758.11,,509.42400000000004,949.04,500.74,,1434.78,,5485.65,543.774,,,0.54,1225.73,2619.73,3254.55,,,3716.26,2365.98,,2938.34,,,,,,,142.59,2883.3,2202.49,1941.64,,,2594.38,133.26,1080.2,1134.68,,,,,504.37199999999996,468.96,,137.23,1817.6,,1281.36,178.56,1204.82,8109.72,547.87,63.49,56.81,120.9,52.48,50.3821,110.27,84.18,123.07,106.41,136.87,126.36,50.02,48.71,36.75,56.61,114.23,50.89,87.35,47.17,36.94,114.6,51.07,238.04,46.81,58.2,49.66,60.02,29.35,76.57,34.11,22.41,41.71,26.99,,46.78,50.66,40.3,9.66,42.14,50.4,50.98,70.84,52.59,38.39,36.34,50.42,51.73,119.8,79.98,100.97,131.42,97.48,46.81,,20.94,82.49,48.35,41.9,,,19.0858,3.2503,3020.13,3.2464,632.46,1.1595,113.87,21.72,29.15,1.1340000000000001,,,,,,,,,,,,,,,,,,,3.26,,94.866,,,,,,,1.1595,1.1595,,,1.25,1.0,,,0.026000000000000002,-0.135,2.335,1.6469999999999998,2.011,309.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.87,,,,,,,,,,,,,108.0,,,,988.0,,,,,2.3343,2.7918,,,,9.78,426.75,,,,,,,,,5.0,6.699,,,,,,,,,,,,2.5,,,,,,,,,,,5.24,,,,,,,,,,,,7.256,
2017-11-09,,1563.53,,,101.47,103.16,,,,,241.82,504.11,,,132.38,199.863,,,138.0,541.6659999999999,,,,1438.35,,,5408.59,495.962,171.83,4428.34,658.72,925.717,751.86,,509.04699999999997,948.84,500.22,,1440.38,,5443.89,,238.706,,0.54,1221.33,2623.89,3226.41,,,3704.55,2349.12,,2925.97,,,,,,,142.68,2878.0,2200.91,1934.25,,,2584.62,131.82,1077.34,1133.78,,,,,498.184,467.9,,135.46,1813.11,,1285.07,,1204.58,8130.68,540.55,63.93,57.17,120.58,52.48,50.41,110.28,84.17,123.08,106.37,136.65,126.0,49.995,48.86,36.51,56.58,114.21,50.89,86.92,47.0,36.96,114.36,51.151,237.18,46.48,57.78,49.32,59.52,29.41,76.11,33.7,22.4,40.96,26.79,,46.49,50.77,39.61,9.77,41.94,49.93,50.91,70.5,52.38,38.28,36.4135,50.0,51.63,119.53,79.68,100.2,130.74,97.06,46.83,84.76,20.95,82.46,48.48,41.34,,,19.0448,3.2504,3011.75,3.2425,630.76,,113.47,21.39,29.2,1.067,,,,,,,,,,,,,,,,,,,3.4,,94.444,,,,,,,,,,,1.25,1.0,,,0.03,-0.124,2.342,,2.012,308.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.47,,,,,,,,,,,,,72.0,,0.0,0.0,975.25,0.0,0.0,0.0,0.0,2.3416,2.8161,0.0,0.0,0.0,10.5,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.702000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.247999999999999,0.0
2017-11-10,277.414,1562.65,120.461,101.219,101.42,102.93,103.488,104.538,107.694,106.74600000000001,242.25,504.09,115.45700000000001,158.315,132.38,199.921,267.128,150.98,137.96,541.165,,5020.31,2776.98,1438.14,1164.02,6460.08,5403.75,494.69199999999995,171.3,4368.99,655.59,917.433,748.92,,506.68199999999996,937.24,493.27,72165.6,1434.36,19680.9,5394.7,541.404,238.389,5738.5,0.52,1218.54,2633.2,3227.49,3729.73,1482.6,3707.05,2355.11,1262.94,2926.4,347.925,289.164,471.043,227.977,446.19300000000004,300.276,142.62,2863.34,2192.66,1933.9,131.507,261.764,2582.3,131.33,1069.17,1128.49,,,,1737.29,492.784,463.55,1066.92,134.96,1800.44,0.0,1275.07,177.833,1204.73,8138.28,542.68,63.52,56.74,119.89,52.4725,50.36,110.28,84.14,122.83,105.83,135.64,124.1,49.985,48.78,36.68,56.48,113.71,50.91,87.11,47.08,36.9,114.45,51.045,237.04,46.41,57.68,49.24,59.08,29.32,76.08,33.15,22.28,40.48,26.74,,46.29,49.75,38.83,9.72,41.37,49.53,50.72,70.38,52.29,38.19,36.54,50.04,51.58,119.35,79.78,100.49,130.82,97.1,46.72,84.4,20.92,82.51,48.5,41.45,0.0,3.5854699999999995,19.1017,3.2838,3006.22,3.2446,630.89,1.1665,113.53,21.55,29.23,1.0590000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,94.391,0.0,0.0,0.0,0.0,0.0,0.0,1.1665,1.1665,0.0,0.0,1.25,1.0,0.0,0.0,0.043,-0.107,2.399,1.656,2.052,307.6,0.0,250.0,1916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.53,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,977.25,0.0,0.0,0.0,0.0,2.3984,2.8797,0.0,0.0,0.0,11.29,431.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.263,0.0
2017-11-13,277.638,1562.12,120.40700000000001,101.22200000000001,101.39,102.87,103.48,104.596,107.897,106.711,241.94,504.03,115.039,158.279,132.4,199.828,267.05,150.953,137.29,541.761,,5025.36,2761.08,1428.31,1155.95,6379.27,5380.0,493.57599999999996,170.14,4349.41,651.18,913.0239999999999,742.47,,504.366,930.15,492.96,72475.2,0.0,19594.0,5337.01,541.484,237.822,5726.55,0.54,1222.0,2640.81,3226.36,3742.22,1483.82,3712.45,2361.39,1264.43,2933.33,347.664,289.222,470.673,228.00599999999997,445.603,300.322,141.91,2864.22,2192.49,1933.62,130.94299999999998,261.513,2584.84,130.51,1057.75,1123.26,,,,1737.83,490.036,460.38,1068.05,134.25,1783.49,0.0,1278.31,177.69299999999998,1209.25,8139.09,534.7,63.16,56.76,119.91,52.435,50.36,110.29,84.13,122.73,105.78,135.71,124.36,49.97,48.75,36.64,56.21,113.7,50.93,87.05,47.09,36.8,114.58,51.09,237.32,46.2,57.37,48.98,58.82,29.2,76.11,33.1,22.21,40.62,26.44,,46.19,49.74,38.95,9.6,41.04,49.1,50.75,70.28,52.26,38.3,36.66,50.02,51.75,119.48,79.85,100.74,131.01,97.29,46.64,84.375,20.94,82.81,48.55,40.93,0.0,3.58451,19.1284,3.2792,0.0,3.2414,630.3,1.1667,113.62,21.608,29.295,1.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,94.49,0.0,0.0,0.0,0.0,0.0,0.0,1.1667,1.1667,0.0,0.0,1.25,1.0,0.0,0.0,0.05,-0.09699999999999999,2.406,1.683,2.076,311.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,963.5,0.0,0.0,0.0,0.0,2.4055,2.8710000000000004,0.0,0.0,0.0,11.5,424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2829999999999995,0.0
